Day, Price in CHF, Daily KSM Volume, Staking Rewards in KSM, Number of Payouts, Value in Fiat
31-12-2020, 54.81, 109409177.11616759, 14.153426520362, 26, 775.7493075810413
01-01-2021, 64.14, 138915716.4517423, 8.915367934776, 11, 571.8316993365327
02-01-2021, 61.75, 101751017.44013473, 9.837933661176999, 18, 607.4924035776797
03-01-2021, 61.61, 112639538.5491127, 17.24213369573, 27, 1062.2878569939253
